Year,County,PQI,PQIDescription,Count_ICD9,Population_ICD9,ObsRate_ICD9,RiskAdjRate_ICD9,Count_ICD10,Population_ICD10,ObsRate_ICD10
2013,Riverside,7,Hypertension,607,1608253,37.7,38.3,,,
2014,Riverside,7,Hypertension,625,1723126,36.3,38,,,
2015,Riverside,7,Hypertension,433,1235866,35,34.5,,,
2016,Riverside,7,Hypertension,,,,,522,"1,772,763",29.4
2017,Riverside,7,Hypertension,,,,,737,"1,807,055",40.8
2005,Sacramento,7,Hypertension,157,1001691,15.7,17.3,,,
2006,Sacramento,7,Hypertension,179,1010429,17.7,19.5,,,
2007,Sacramento,7,Hypertension,229,1020852,22.4,24.5,,,
2008,Sacramento,7,Hypertension,255,1032542,24.7,26.9,,,
2009,Sacramento,7,Hypertension,248,1046094,23.7,25.6,,,
2010,Sacramento,7,Hypertension,275,1058518,26,28,,,
2011,Sacramento,7,Hypertension,294,1075584,27.3,29.3,,,
2012,Sacramento,7,Hypertension,317,1052498,30.1,31,,,
2013,Sacramento,7,Hypertension,339,1066996,31.8,32.5,,,
2014,Sacramento,7,Hypertension,399,1102714,36.2,37.7,,,
2015,Sacramento,7,Hypertension,321,812828,39.5,39.3,,,
2016,Sacramento,7,Hypertension,,,,,344,"1,150,115",29.9
2017,Sacramento,7,Hypertension,,,,,492,"1,166,304",42.2
2005,San Benito,7,Hypertension,17,38212,44.5,51.5,,,
2006,San Benito,7,Hypertension,7,37946,18.4,21,,,
2007,San Benito,7,Hypertension,10,37962,26.3,29.7,,,
2008,San Benito,7,Hypertension,22,38262,57.5,64.2,,,
2009,San Benito,7,Hypertension,15,38665,38.8,43,,,
2010,San Benito,7,Hypertension,22,39605,55.5,61.1,,,
2011,San Benito,7,Hypertension,18,40265,44.7,48.8,,,
2012,San Benito,7,Hypertension,14,41402,33.8,37.1,,,
2013,San Benito,7,Hypertension,16,42194,37.9,41.3,,,
2014,San Benito,7,Hypertension,11,41257,26.7,28.5,,,
2015,San Benito,7,Hypertension,8,33017,24.2,26,,,
2016,San Benito,7,Hypertension,,,,,14,"43,840",31.9
2017,San Benito,7,Hypertension,,,,,13,"44,802",29
2005,San Bernardino,7,Hypertension,512,1347408,38,46.1,,,
2006,San Bernardino,7,Hypertension,533,1373516,38.8,47.1,,,
2007,San Bernardino,7,Hypertension,670,1390849,48.2,58.2,,,
2008,San Bernardino,7,Hypertension,670,1405191,47.7,57.1,,,
2009,San Bernardino,7,Hypertension,779,1420975,54.8,65.1,,,
2010,San Bernardino,7,Hypertension,788,1447189,54.5,64.2,,,
2011,San Bernardino,7,Hypertension,736,1474036,49.9,58.6,,,
2012,San Bernardino,7,Hypertension,759,1428592,53.1,59.5,,,
2013,San Bernardino,7,Hypertension,707,1446673,48.9,54.3,,,
2014,San Bernardino,7,Hypertension,737,1521005,48.5,55.3,,,
2015,San Bernardino,7,Hypertension,520,1099744,47.3,51,,,
2016,San Bernardino,7,Hypertension,,,,,659,"1,565,005",42.1
2017,San Bernardino,7,Hypertension,,,,,756,"1,585,735",47.7
2005,San Diego,7,Hypertension,385,2214544,17.4,19.5,,,
2006,San Diego,7,Hypertension,375,2229606,16.8,18.8,,,
2007,San Diego,7,Hypertension,594,2257236,26.3,29.3,,,
2008,San Diego,7,Hypertension,490,2296616,21.3,23.7,,,
2009,San Diego,7,Hypertension,678,2332413,29.1,32.1,,,
2010,San Diego,7,Hypertension,633,2372232,26.7,29.4,,,
2011,San Diego,7,Hypertension,654,2407960,27.2,29.8,,,
2012,San Diego,7,Hypertension,679,2359002,28.8,30.4,,,
2013,San Diego,7,Hypertension,714,2394181,29.8,31.3,,,
2014,San Diego,7,Hypertension,573,2438827,23.5,25.1,,,
2015,San Diego,7,Hypertension,518,1829497,28.3,29.1,,,
2016,San Diego,7,Hypertension,,,,,628,"2,588,559",24.3
2017,San Diego,7,Hypertension,,,,,686,"2,609,157",26.3
2005,San Francisco,7,Hypertension,110,655221,16.8,17.9,,,
2006,San Francisco,7,Hypertension,111,661295,16.8,18,,,
2007,San Francisco,7,Hypertension,159,670554,23.7,25.4,,,
2008,San Francisco,7,Hypertension,163,682007,23.9,25.7,,,
2009,San Francisco,7,Hypertension,176,691485,25.5,27.4,,,
2010,San Francisco,7,Hypertension,168,694816,24.2,25.9,,,
2011,San Francisco,7,Hypertension,157,701321,22.4,23.9,,,
2012,San Francisco,7,Hypertension,190,704143,27,28.4,,,
2013,San Francisco,7,Hypertension,195,712976,27.4,28.7,,,
2014,San Francisco,7,Hypertension,166,709035,23.4,24.5,,,
2015,San Francisco,7,Hypertension,128,548383,23.3,24.3,,,
2016,San Francisco,7,Hypertension,,,,,172,"758,535",22.7
2017,San Francisco,7,Hypertension,,,,,186,"765,526",24.3
2005,San Joaquin,7,Hypertension,157,458859,34.2,38.6,,,
2006,San Joaquin,7,Hypertension,155,463522,33.4,37.6,,,
2007,San Joaquin,7,Hypertension,205,468057,43.8,48.9,,,
2008,San Joaquin,7,Hypertension,182,471774,38.6,42.8,,,
2009,San Joaquin,7,Hypertension,190,478055,39.7,43.8,,,
2010,San Joaquin,7,Hypertension,159,486701,32.7,35.8,,,
2011,San Joaquin,7,Hypertension,135,495680,27.2,29.8,,,
2012,San Joaquin,7,Hypertension,144,482094,29.9,31.3,,,
2013,San Joaquin,7,Hypertension,148,486694,30.4,31.6,,,
2014,San Joaquin,7,Hypertension,165,510294,32.3,34.5,,,
2015,San Joaquin,7,Hypertension,99,370942,26.7,27,,,
2016,San Joaquin,7,Hypertension,,,,,182,"532,776",34.2
2017,San Joaquin,7,Hypertension,,,,,270,"542,290",49.8
2005,San Luis Obispo,7,Hypertension,15,203693,7.4,7.4,,,
2006,San Luis Obispo,7,Hypertension,9,205958,4.4,4.4,,,
2007,San Luis Obispo,7,Hypertension,23,208250,11,11,,,
2008,San Luis Obispo,7,Hypertension,28,211458,13.2,13.2,,,
2009,San Luis Obispo,7,Hypertension,23,213363,10.8,10.6,,,
2010,San Luis Obispo,7,Hypertension,26,215558,12.1,11.9,,,
2011,San Luis Obispo,7,Hypertension,43,216909,19.8,19.4,,,
2012,San Luis Obispo,7,Hypertension,32,212867,15,14.3,,,
2013,San Luis Obispo,7,Hypertension,35,214971,16.3,15.4,,,
2014,San Luis Obispo,7,Hypertension,27,220837,12.2,11.7,,,
2015,San Luis Obispo,7,Hypertension,16,162048,9.9,9.1,,,
2016,San Luis Obispo,7,Hypertension,,,,,28,"231,506",12.1
2017,San Luis Obispo,7,Hypertension,,,,,39,"232,913",16.7
2005,San Mateo,7,Hypertension,99,535835,18.5,18.6,,,
2006,San Mateo,7,Hypertension,91,536688,17,16.9,,,
2007,San Mateo,7,Hypertension,101,540450,18.7,18.6,,,
2008,San Mateo,7,Hypertension,93,548332,17,16.8,,,
2009,San Mateo,7,Hypertension,101,556343,18.2,18,,,
2010,San Mateo,7,Hypertension,101,561671,18,17.7,,,
2011,San Mateo,7,Hypertension,83,567914,14.6,14.3,,,
2012,San Mateo,7,Hypertension,63,563760,11.2,10.7,,,
2013,San Mateo,7,Hypertension,69,572187,12.1,11.5,,,
2014,San Mateo,7,Hypertension,60,567038,10.6,10.1,,,
2015,San Mateo,7,Hypertension,61,438734,13.9,13,,,
2016,San Mateo,7,Hypertension,,,,,74,"607,802",12.2
2017,San Mateo,7,Hypertension,,,,,109,"611,146",17.8
2005,Santa Barbara,7,Hypertension,24,306606,7.8,8.4,,,
2006,Santa Barbara,7,Hypertension,50,307420,16.3,17.4,,,
2007,Santa Barbara,7,Hypertension,70,310281,22.6,24,,,
2008,Santa Barbara,7,Hypertension,56,314006,17.8,18.9,,,
2009,Santa Barbara,7,Hypertension,48,317734,15.1,16,,,
2010,Santa Barbara,7,Hypertension,51,321346,15.9,16.8,,,
2011,Santa Barbara,7,Hypertension,64,323344,19.8,21,,,
2012,Santa Barbara,7,Hypertension,56,314909,17.8,18.1,,,
2013,Santa Barbara,7,Hypertension,50,319459,15.7,15.9,,,
2014,Santa Barbara,7,Hypertension,60,324453,18.5,19.1,,,
2015,Santa Barbara,7,Hypertension,40,241070,16.6,16.5,,,
2016,Santa Barbara,7,Hypertension,,,,,52,"346,424",15
2017,Santa Barbara,7,Hypertension,,,,,72,"348,437",20.7
2005,Santa Clara,7,Hypertension,185,1267009,14.6,16.5,,,
2006,Santa Clara,7,Hypertension,186,1280352,14.5,16.3,,,
2007,Santa Clara,7,Hypertension,223,1297418,17.2,19.1,,,
2008,Santa Clara,7,Hypertension,264,1319407,20,22.1,,,
2009,Santa Clara,7,Hypertension,237,1339490,17.7,19.4,,,
2010,Santa Clara,7,Hypertension,251,1357407,18.5,20.1,,,
2011,Santa Clara,7,Hypertension,245,1377352,17.8,19.1,,,
2012,Santa Clara,7,Hypertension,241,1358776,17.7,18.4,,,
2013,Santa Clara,7,Hypertension,284,1383328,20.5,21.2,,,
2014,Santa Clara,7,Hypertension,301,1385342,21.7,22.5,,,
2015,Santa Clara,7,Hypertension,234,1063381,22,22.2,,,
2016,Santa Clara,7,Hypertension,,,,,345,"1,497,619",23
2017,Santa Clara,7,Hypertension,,,,,486,"1,508,072",32.2
2005,Santa Cruz,7,Hypertension,29,193146,15,16.6,,,
2006,Santa Cruz,7,Hypertension,39,193902,20.1,22.1,,,
2007,Santa Cruz,7,Hypertension,46,195548,23.5,25.6,,,
2008,Santa Cruz,7,Hypertension,56,198374,28.2,30.6,,,
2009,Santa Cruz,7,Hypertension,37,201450,18.4,19.8,,,
2010,Santa Cruz,7,Hypertension,50,204227,24.5,26.3,,,
2011,Santa Cruz,7,Hypertension,45,205429,21.9,23.4,,,
2012,Santa Cruz,7,Hypertension,29,200670,14.5,15,,,
2013,Santa Cruz,7,Hypertension,36,203323,17.7,18.2,,,
2014,Santa Cruz,7,Hypertension,35,204815,17.1,17.7,,,
2015,Santa Cruz,7,Hypertension,24,153534,15.6,15.7,,,
2016,Santa Cruz,7,Hypertension,,,,,38,"221,191",17.2
2017,Santa Cruz,7,Hypertension,,,,,48,"222,187",21.6
2005,Shasta,7,Hypertension,31,133597,23.2,21.7,,,
2006,Shasta,7,Hypertension,24,134702,17.8,16.6,,,
2007,Shasta,7,Hypertension,59,135409,43.6,40.3,,,
2008,Shasta,7,Hypertension,40,136355,29.3,27,,,
2009,Shasta,7,Hypertension,43,137066,31.4,28.8,,,
2010,Shasta,7,Hypertension,51,137755,37,33.8,,,
2011,Shasta,7,Hypertension,49,138865,35.3,32.1,,,
2012,Shasta,7,Hypertension,40,137373,29.1,25.9,,,
2013,Shasta,7,Hypertension,43,138135,31.1,27.6,,,
2014,Shasta,7,Hypertension,55,142262,38.7,34.6,,,
2015,Shasta,7,Hypertension,43,104057,41.3,35.9,,,
2016,Shasta,7,Hypertension,,,,,42,"140,207",30
2017,Shasta,7,Hypertension,,,,,73,"141,171",51.7
2005,Sierra,7,Hypertension,0,2724,0,0,,,
2006,Sierra,7,Hypertension,0,2774,0,0,,,
2007,Sierra,7,Hypertension,0,2756,0,0,,,
2008,Sierra,7,Hypertension,1,2742,36.5,31,,,
2009,Sierra,7,Hypertension,2,2687,74.4,62.1,,,
2010,Sierra,7,Hypertension,1,2692,37.1,30.9,,,
2011,Sierra,7,Hypertension,0,2613,0,0,,,
2012,Sierra,7,Hypertension,1,4609,21.7,30.4,,,
2013,Sierra,7,Hypertension,0,4566,0,0,,,
2014,Sierra,7,Hypertension,0,3692,0,0,,,
2015,Sierra,7,Hypertension,0,4137,0,0,,,
2016,Sierra,7,Hypertension,,,,,0,"2,508",0
2017,Sierra,7,Hypertension,,,,,1,"2,529",39.5
2005,Siskiyou,7,Hypertension,6,35143,17.1,14.6,,,
2006,Siskiyou,7,Hypertension,4,35080,11.4,9.7,,,
2007,Siskiyou,7,Hypertension,5,35195,14.2,12,,,
2008,Siskiyou,7,Hypertension,10,35541,28.1,23.9,,,
2009,Siskiyou,7,Hypertension,10,35511,28.2,23.8,,,
2010,Siskiyou,7,Hypertension,3,35719,8.4,7.1,,,
2011,Siskiyou,7,Hypertension,7,35459,19.7,16.6,,,
2012,Siskiyou,7,Hypertension,14,36324,38.5,33.3,,,
2013,Siskiyou,7,Hypertension,9,36015,25,21.5,,,
2014,Siskiyou,7,Hypertension,4,36411,11,9.3,,,
2015,Siskiyou,7,Hypertension,6,27121,22.1,19.1,,,
2016,Siskiyou,7,Hypertension,,,,,10,"34,714",28.8
2017,Siskiyou,7,Hypertension,,,,,7,"35,010",20
2005,Solano,7,Hypertension,50,301678,16.6,18.3,,,
2006,Solano,7,Hypertension,59,303214,19.5,21.3,,,
2007,Solano,7,Hypertension,77,304287,25.3,27.5,,,
2008,Solano,7,Hypertension,67,306167,21.9,23.5,,,
2009,Solano,7,Hypertension,67,308635,21.7,23.1,,,
2010,Solano,7,Hypertension,73,313165,23.3,24.6,,,
2011,Solano,7,Hypertension,80,316734,25.3,26.6,,,
2012,Solano,7,Hypertension,94,312400,30.1,30.7,,,
2013,Solano,7,Hypertension,76,317212,24,24.3,,,
2014,Solano,7,Hypertension,78,320144,24.4,24.7,,,
2015,Solano,7,Hypertension,38,242676,15.7,15.5,,,
2016,Solano,7,Hypertension,,,,,76,"341,190",22.3
2017,Solano,7,Hypertension,,,,,106,"346,242",30.6
2005,Sonoma,7,Hypertension,28,358116,7.8,7.7,,,
2006,Sonoma,7,Hypertension,24,358614,6.7,6.6,,,
2007,Sonoma,7,Hypertension,37,361223,10.2,10,,,
2008,Sonoma,7,Hypertension,29,366471,7.9,7.7,,,
2009,Sonoma,7,Hypertension,34,372373,9.1,8.9,,,
2010,Sonoma,7,Hypertension,27,377723,7.1,6.9,,,
2011,Sonoma,7,Hypertension,42,381767,11,10.6,,,
2012,Sonoma,7,Hypertension,39,375444,10.4,9.7,,,
2013,Sonoma,7,Hypertension,44,380676,11.6,10.7,,,
2014,Sonoma,7,Hypertension,37,383621,9.6,9,,,
2015,Sonoma,7,Hypertension,29,289219,10,9,,,
2016,Sonoma,7,Hypertension,,,,,57,"402,727",14.2
2017,Sonoma,7,Hypertension,,,,,77,"404,309",19
2005,Stanislaus,7,Hypertension,60,351584,17.1,19.2,,,
2006,Stanislaus,7,Hypertension,84,355891,23.6,26.5,,,
2007,Stanislaus,7,Hypertension,73,358840,20.3,22.7,,,
2008,Stanislaus,7,Hypertension,101,360777,28,31,,,
2009,Stanislaus,7,Hypertension,129,363949,35.4,39,,,
2010,Stanislaus,7,Hypertension,139,368478,37.7,41.3,,,
2011,Stanislaus,7,Hypertension,156,372845,41.8,45.6,,,
2012,Stanislaus,7,Hypertension,122,362639,33.6,35.2,,,
2013,Stanislaus,7,Hypertension,136,367108,37,38.6,,,
2014,Stanislaus,7,Hypertension,128,381811,33.5,35.7,,,
2015,Stanislaus,7,Hypertension,109,278069,39.2,39.6,,,
2016,Stanislaus,7,Hypertension,,,,,129,"393,987",32.7
2017,Stanislaus,7,Hypertension,,,,,174,"399,374",43.6
2005,STATEWIDE,7,Hypertension,6835,26447738,25.8,28.6,,,
2006,STATEWIDE,7,Hypertension,6921,26679904,25.9,28.6,,,
2007,STATEWIDE,7,Hypertension,8869,26935981,32.9,36.1,,,
2008,STATEWIDE,7,Hypertension,8993,27272108,33,36,,,
2009,STATEWIDE,7,Hypertension,9701,27630961,35.1,38.1,,,
2010,STATEWIDE,7,Hypertension,9865,28000782,35.2,38,,,
2011,STATEWIDE,7,Hypertension,9532,28396854,33.6,36.1,,,
2012,STATEWIDE,7,Hypertension,9488,27818703,34.1,35.3,,,
2013,STATEWIDE,7,Hypertension,9184,28195721,32.6,33.5,,,
2014,STATEWIDE,7,Hypertension,9013,28842368,31.2,32.6,,,
2015,STATEWIDE,7,Hypertension,6955,21475301,32.4,32.5,,,
2016,STATEWIDE,7,Hypertension,,,,,"9,169","30,206,733",30.4
2017,STATEWIDE,7,Hypertension,,,,,"11,647","30,476,517",38.2
2005,Sutter,7,Hypertension,19,64008,29.7,31.6,,,
2006,Sutter,7,Hypertension,10,65772,15.2,16.2,,,
2007,Sutter,7,Hypertension,26,67100,38.7,41.3,,,
2008,Sutter,7,Hypertension,23,67885,33.9,35.7,,,
2009,Sutter,7,Hypertension,26,68389,38,39.7,,,
2010,Sutter,7,Hypertension,11,68807,16,16.5,,,
2011,Sutter,7,Hypertension,16,69305,23.1,23.7,,,
2012,Sutter,7,Hypertension,22,68806,32,32.4,,,
2013,Sutter,7,Hypertension,22,69609,31.6,31.8,,,
2014,Sutter,7,Hypertension,24,72717,33,33.7,,,
2015,Sutter,7,Hypertension,18,52739,34.1,33.6,,,
2016,Sutter,7,Hypertension,,,,,15,"70,836",21.2
2017,Sutter,7,Hypertension,,,,,24,"71,561",33.5
2005,Tehama,7,Hypertension,7,44895,15.6,14.7,,,
2006,Tehama,7,Hypertension,5,45563,11,10.3,,,
2007,Tehama,7,Hypertension,11,46078,23.9,22.5,,,
2008,Tehama,7,Hypertension,2,46523,4.3,4.1,,,
2009,Tehama,7,Hypertension,10,46816,21.4,20.1,,,
2010,Tehama,7,Hypertension,7,47599,14.7,13.8,,,
2011,Tehama,7,Hypertension,6,47875,12.5,11.7,,,
2012,Tehama,7,Hypertension,7,48301,14.5,13.5,,,
2013,Tehama,7,Hypertension,14,48413,28.9,26.9,,,
2014,Tehama,7,Hypertension,10,49807,20.1,18.8,,,
2015,Tehama,7,Hypertension,8,36662,21.8,20.1,,,
2016,Tehama,7,Hypertension,,,,,10,"48,265",20.7
2017,Tehama,7,Hypertension,,,,,7,"48,581",14.4
2005,Trinity,7,Hypertension,3,10730,28,25.1,,,
2006,Trinity,7,Hypertension,4,10964,36.5,32.3,,,
2007,Trinity,7,Hypertension,3,11018,27.2,23.9,,,
2008,Trinity,7,Hypertension,2,11094,18,15.7,,,
2009,Trinity,7,Hypertension,3,11212,26.8,23.1,,,
2010,Trinity,7,Hypertension,3,11321,26.5,22.7,,,
2011,Trinity,7,Hypertension,0,11284,0,0,,,
2012,Trinity,7,Hypertension,0,13009,0,0,,,
2013,Trinity,7,Hypertension,2,12954,15.4,14.8,,,
2014,Trinity,7,Hypertension,1,12540,8,7.2,,,
2015,Trinity,7,Hypertension,2,10219,19.6,19.6,,,
2016,Trinity,7,Hypertension,,,,,2,"10,666",18.8
2017,Trinity,7,Hypertension,,,,,4,"10,554",37.9
2005,Tulare,7,Hypertension,41,274190,15,17.4,,,
2006,Tulare,7,Hypertension,47,279155,16.8,19.7,,,
2007,Tulare,7,Hypertension,42,284348,14.8,17.2,,,
2008,Tulare,7,Hypertension,73,289358,25.2,29.3,,,
2009,Tulare,7,Hypertension,90,294800,30.5,35.5,,,
2010,Tulare,7,Hypertension,108,299782,36,41.7,,,
2011,Tulare,7,Hypertension,106,304563,34.8,40.2,,,
2012,Tulare,7,Hypertension,93,294333,31.6,34.9,,,
2013,Tulare,7,Hypertension,92,297733,30.9,34.1,,,
2014,Tulare,7,Hypertension,94,312899,30,34,,,
2015,Tulare,7,Hypertension,66,224331,29.4,31.5,,,
2016,Tulare,7,Hypertension,,,,,92,"317,183",29
2017,Tulare,7,Hypertension,,,,,124,"320,767",38.7
2005,Tuolumne,7,Hypertension,4,46037,8.7,7.7,,,
2006,Tuolumne,7,Hypertension,5,46178,10.8,9.5,,,
2007,Tuolumne,7,Hypertension,2,46095,4.3,3.8,,,
2008,Tuolumne,7,Hypertension,3,46161,6.5,5.6,,,
2009,Tuolumne,7,Hypertension,11,45938,23.9,20.5,,,
2010,Tuolumne,7,Hypertension,4,45625,8.8,7.5,,,
2011,Tuolumne,7,Hypertension,7,45626,15.3,13,,,
2012,Tuolumne,7,Hypertension,10,45848,21.8,18.7,,,
2013,Tuolumne,7,Hypertension,9,45813,19.6,16.7,,,
2014,Tuolumne,7,Hypertension,7,46483,15.1,12.7,,,
2015,Tuolumne,7,Hypertension,9,34447,26.1,22.3,,,
2016,Tuolumne,7,Hypertension,,,,,10,"44,818",22.3
2017,Tuolumne,7,Hypertension,,,,,21,"45,188",46.5
2005,Ventura,7,Hypertension,130,579683,22.4,24.1,,,
2006,Ventura,7,Hypertension,108,584984,18.5,19.7,,,
2007,Ventura,7,Hypertension,149,588179,25.3,26.9,,,
2008,Ventura,7,Hypertension,142,594902,23.9,25.1,,,
2009,Ventura,7,Hypertension,150,603759,24.8,26,,,
2010,Ventura,7,Hypertension,147,613523,24,25,,,
2011,Ventura,7,Hypertension,133,621646,21.4,22.2,,,
2012,Ventura,7,Hypertension,114,604609,18.9,18.7,,,
2013,Ventura,7,Hypertension,134,611966,21.9,21.6,,,
2014,Ventura,7,Hypertension,119,627517,19,19,,,
2015,Ventura,7,Hypertension,99,462309,21.4,20.5,,,
2016,Ventura,7,Hypertension,,,,,161,"650,773",24.7
2017,Ventura,7,Hypertension,,,,,204,"655,773",31.1
2005,Yolo,7,Hypertension,11,138697,7.9,10,,,
2006,Yolo,7,Hypertension,12,141734,8.5,10.6,,,
2007,Yolo,7,Hypertension,9,145666,6.2,7.7,,,
2008,Yolo,7,Hypertension,8,148222,5.4,6.7,,,
2009,Yolo,7,Hypertension,12,150584,8,9.9,,,
2010,Yolo,7,Hypertension,15,152061,9.9,12.1,,,
2011,Yolo,7,Hypertension,18,153893,11.7,14.4,,,
2012,Yolo,7,Hypertension,14,150107,9.3,10.9,,,
2013,Yolo,7,Hypertension,11,151676,7.3,8.4,,,
2014,Yolo,7,Hypertension,15,158797,9.4,11.2,,,
2015,Yolo,7,Hypertension,11,115361,9.5,10.8,,,
2016,Yolo,7,Hypertension,,,,,31,"169,854",18.3
2017,Yolo,7,Hypertension,,,,,31,"172,865",17.9
2005,Yuba,7,Hypertension,14,46675,30,34.8,,,
2006,Yuba,7,Hypertension,16,48823,32.8,38.4,,,
2007,Yuba,7,Hypertension,16,49805,32.1,37.5,,,
2008,Yuba,7,Hypertension,19,50676,37.5,43.6,,,
2009,Yuba,7,Hypertension,12,50775,23.6,27.2,,,
2010,Yuba,7,Hypertension,8,51396,15.6,17.7,,,
2011,Yuba,7,Hypertension,15,51791,29,32.9,,,
2012,Yuba,7,Hypertension,9,52301,17.2,19.5,,,
2013,Yuba,7,Hypertension,11,52770,20.8,23.7,,,
2014,Yuba,7,Hypertension,16,54942,29.1,33.3,,,
2015,Yuba,7,Hypertension,6,40517,14.8,16.7,,,
2016,Yuba,7,Hypertension,,,,,11,"54,621",20.1
2017,Yuba,7,Hypertension,,,,,19,"55,946",34
2005,Alameda,8,Heart Failure,4433,1102068,402.2,491.1,,,
2006,Alameda,8,Heart Failure,4157,1106823,375.6,454.5,,,
2007,Alameda,8,Heart Failure,3844,1117973,343.8,410.8,,,
2008,Alameda,8,Heart Failure,3468,1136417,305.2,362.7,,,
2009,Alameda,8,Heart Failure,3456,1155287,299.1,351.8,,,
2010,Alameda,8,Heart Failure,3494,1169910,298.7,346.5,,,
2011,Alameda,8,Heart Failure,3553,1186810,299.4,341.8,,,
2012,Alameda,8,Heart Failure,3385,1173980,288.3,318.1,,,
2013,Alameda,8,Heart Failure,3419,1197759,285.4,312.3,,,
2014,Alameda,8,Heart Failure,3200,1192027,268.5,294.5,,,
2015,Alameda,8,Heart Failure,2583,923607,279.7,296.9,,,
2016,Alameda,8,Heart Failure,,,,,"3,560","1,307,762",272.2
2017,Alameda,8,Heart Failure,,,,,"3,558","1,318,527",269.8
2005,Alpine,8,Heart Failure,1,979,102.1,116.8,,,
2006,Alpine,8,Heart Failure,0,1001,0,0,,,
2007,Alpine,8,Heart Failure,0,1009,0,0,,,
2008,Alpine,8,Heart Failure,1,957,104.5,108.6,,,
2009,Alpine,8,Heart Failure,1,947,105.6,113.7,,,
2010,Alpine,8,Heart Failure,0,895,0,0,,,
2011,Alpine,8,Heart Failure,0,888,0,0,,,
2012,Alpine,8,Heart Failure,1,2975,33.6,101.2,,,
2013,Alpine,8,Heart Failure,0,2967,0,0,,,
2014,Alpine,8,Heart Failure,0,2018,0,0,,,
2015,Alpine,8,Heart Failure,0,3000,0,0,,,
2016,Alpine,8,Heart Failure,,,,,0,872,0
2017,Alpine,8,Heart Failure,,,,,0,927,0
2005,Amador,8,Heart Failure,108,31101,347.3,285.2,,,
2006,Amador,8,Heart Failure,122,31460,387.8,317.3,,,
2007,Amador,8,Heart Failure,98,31883,307.4,247.4,,,
2008,Amador,8,Heart Failure,97,31619,306.8,242,,,
2009,Amador,8,Heart Failure,96,31769,302.2,232.9,,,
2010,Amador,8,Heart Failure,104,31720,327.9,248.3,,,
2011,Amador,8,Heart Failure,99,31760,311.7,229.7,,,
2012,Amador,8,Heart Failure,79,32614,242.2,182,,,
2013,Amador,8,Heart Failure,97,32252,300.8,219.9,,,
2014,Amador,8,Heart Failure,87,33224,261.9,191.4,,,
2015,Amador,8,Heart Failure,99,24635,401.9,289.1,,,
2016,Amador,8,Heart Failure,,,,,102,"31,629",322.5
2017,Amador,8,Heart Failure,,,,,121,"32,756",369.4
2005,Butte,8,Heart Failure,674,165310,407.7,370.4,,,
2006,Butte,8,Heart Failure,657,167351,392.6,357.2,,,
2007,Butte,8,Heart Failure,650,168208,386.4,348.7,,,
2008,Butte,8,Heart Failure,597,169793,351.6,316.6,,,
2009,Butte,8,Heart Failure,589,170726,345,309.1,,,
2010,Butte,8,Heart Failure,609,171576,354.9,316.3,,,
2011,Butte,8,Heart Failure,624,172643,361.4,322.6,,,
2012,Butte,8,Heart Failure,615,169573,362.7,312.6,,,
2013,Butte,8,Heart Failure,610,170817,357.1,306.9,,,
2014,Butte,8,Heart Failure,660,175975,375.1,328,,,
2015,Butte,8,Heart Failure,596,128928,462.3,390.7,,,
2016,Butte,8,Heart Failure,,,,,"1,070","181,019",591.1
2017,Butte,8,Heart Failure,,,,,"1,073","183,424",585
2005,Calaveras,8,Heart Failure,144,35915,400.9,335.3,,,
2006,Calaveras,8,Heart Failure,132,36599,360.7,300.2,,,
2007,Calaveras,8,Heart Failure,103,36946,278.8,228.3,,,
2008,Calaveras,8,Heart Failure,125,37092,337,271.1,,,
2009,Calaveras,8,Heart Failure,118,36875,320,250.4,,,
2010,Calaveras,8,Heart Failure,111,36801,301.6,232,,,
2011,Calaveras,8,Heart Failure,103,36652,281,212,,,
2012,Calaveras,8,Heart Failure,114,37597,303.2,228.6,,,
2013,Calaveras,8,Heart Failure,130,37646,345.3,255.1,,,
2014,Calaveras,8,Heart Failure,108,38886,277.7,206.8,,,
2015,Calaveras,8,Heart Failure,88,28698,306.6,219.8,,,
2016,Calaveras,8,Heart Failure,,,,,113,"37,554",300.9
2017,Calaveras,8,Heart Failure,,,,,136,"37,884",359
2005,Colusa,8,Heart Failure,74,14457,511.9,538.4,,,
2006,Colusa,8,Heart Failure,59,14677,402,429.4,,,
2007,Colusa,8,Heart Failure,64,14838,431.3,454.7,,,
2008,Colusa,8,Heart Failure,65,14891,436.5,457,,,
2009,Colusa,8,Heart Failure,48,14960,320.9,339.1,,,
2010,Colusa,8,Heart Failure,48,15117,317.5,335.2,,,
2011,Colusa,8,Heart Failure,44,15207,289.3,299,,,
2012,Colusa,8,Heart Failure,56,16676,335.8,380.6,,,
2013,Colusa,8,Heart Failure,44,16775,262.3,292,,,
2014,Colusa,8,Heart Failure,40,16640,240.4,257.6,,,
2015,Colusa,8,Heart Failure,35,13258,264,298.4,,,
2016,Colusa,8,Heart Failure,,,,,44,"15,694",280.4
2017,Colusa,8,Heart Failure,,,,,55,"15,810",347.9
2005,Contra Costa,8,Heart Failure,2372,744835,318.5,347.2,,,
2006,Contra Costa,8,Heart Failure,2368,747747,316.7,341.6,,,
2007,Contra Costa,8,Heart Failure,2173,755752,287.5,306.3,,,
2008,Contra Costa,8,Heart Failure,2334,767612,304.1,320.3,,,
2009,Contra Costa,8,Heart Failure,2362,780970,302.4,316.1,,,
2010,Contra Costa,8,Heart Failure,2610,793960,328.7,340.6,,,
